name,type,ingredients,alcohol_content,volume,awards,additional_info,product_introduction,pairing_food,brewery,address,website,contact_info,Naver Name,Naver Price,Naver Shipping Cost,Naver Link
니모메,"약주, 청주","백미, 누룩, 감귤 진피, 효모",11%  ,375ml,2017 대한민국 우리술품평회 약청주 최우수상,,니모메(NIMOME)는 제주 방언으로 너의 마음에라는 의미를 담고 있다. 니모메는 제주산 쌀과 귤피를 원료로 제조한다. 술의 발효과정에 제주감귤진피를 함께 넣어서 제주도 특유의 천연 향으로 상큼함이 더했다. 은은히 올라오는 감귤향에 뭉근히 올라오는 곡물 특유의 매력이 있다. 전체적으로 단맛이 도는 만큼 전통주 입문자에게도 충분히 도전할 만한 제품이다. 전체적으로 균형미가 좋으며 귤 향과 새콤함이 술의 특징을 만들어준다.,"칠리새우, 닭강정, 겨울의 방어회, 흑돼지 삼겹살 등 기름진 음식과 잘 어울린다.",제주샘주,제주 제주시 애월읍 애언로 283,http://www.jejusaemju.co.kr,,니모메 11도 375ml,"최저6,000원","3,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=bBAJXcN3YgZF2HwBsiNCwP%2F%2F%2Fw%3D%3Dsjsd58Ce2uBbYnmsus0jLOrKpntdnH9eGdyn75FcIx3GS%2Bb6LjPVci0ZIpKSQ2Kh8fbacV7MM0CTRtRaWhDWmuvD5Q3D6p9xqF2aYdLzk9ExCK8kQRJUbTbm%2BQiml2GM7NKaG%2Bu3biOuyA0QOHbCYWtof6jW5jHdz%2FbROY2pgmykLiAfJ3HXoWmLy01Zq2yZRQGKf7s%2Br4JmT5aSbGfiY74IrxCa5IpnqzxXmSYhS%2FtMiLQMCszpqu5y2WhK3ks%2BGVowBUn4ZK9WsyovmT72X72SymrOycwebVSv0wfd93xyAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FU9AN4HSmi6QAz%2BrU3dD1jizaLo3YojXuQJMvdaZ%2BI%2Fyx76cyms5exCgB8xzx7iNzJIcHgHXLQ8ejRjj7Kwk%2FzKxyTNOpvF5JKAAUscSxRXp%2FSrq%2FoBZd9Pay2n9HmMb5yrRgJF%2BroSs2ebwgHIpsabuGcTfukLKAcMSGOK65f8DVLjQn8VWvXNEsQxXjIUpoE%2Bu8MGK6%2F%2F5oaK%2Bt4ulZGm%2FhgaMkJIhbUi8HFdPXAb3QzCizpgfhdbxRLH6RE8R3aC7lgMtpFa60nd%2BH3lheksOEsHC78VBLnFZh%2FnDobeN&nvMid=12129212147&catId=50014580
능이주,"약주, 청주","국내산 쌀, 능이농축액, 누룩, 정제수",13%  ,375ml,,,"""능이주""는 본초강목에 고기를 먹고 체했을 때 다려 먹으면 좋다는 약재로 알려진 능이버섯으로 빚은 약주이다. 독특한 향과 맛으로 소비자들에게 많은 호응을 얻고 있는 제품으로 미국 캘리포니아 리버사이드 국제 와인대회와 LA 국제와인대회에서 수상을 하며 세계인의 입맛도 사로잡았다. 고기나 기름진 음식을 먹을 때 차갑게 하여 마시면 좋은 궁합을 이룬다.",옅은 호박 색깔의 술로 신선한 무화가 향이 올라오는 것이 특징이다. 술 맛은 산뜻한 산미가 중심을 이루고 있어 술이 묵직하지 않고 가볍게 느껴진다. 목넘김은 깔끔하고 먹고 난 후에도 산뜻함이 남아있어 양념된 음식보다는 버섯을 살짝 구어 함께 마시는 것이 좋다.,내국양조,충남 논산시 연무읍 마종로 361,https://cafe.naver.com/jumarusa,,내국양조 능이주 13도 375ml,"14,250원","2,500원",https://cr.shopping.naver.com/adcr.nhn?x=0yO1OCaD2YREYIZw9BU08P%2F%2F%2Fw%3D%3Dsqa7cpDJggYG%2FFxjfbE9pQTCJnvkQfiYlRifbH5O4HD4dOoY%2FDQ%2BNZM%2Fz0GAmM0ypNLY5p5AIQ8DofVZN4KiCJPven1qfRe4%2B%2B7qLFA4njodk3FguQ5ob2tgY8nBOU766AIxs7TTcqfQhaQXQw2pJ9YTQFhMNCQrG%2ByyVwSaillfdNec4Cvj%2Ba%2BGQsrA34g6Vuu65mw1jay7VTpDxC%2F2nko9QycK1mwLQsAJmKGSyNAmrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPOd6VbJnGNBY%2BAV1kNx55M1EhvSdCQGLOcYdk590RokU0PXurd6BwFrLIufN4yO47ayFf7gKw8r49hfDZs9km85FB4kVL9rPF%2BN7Aw8U6a3hO6HeeKOEC%2B4lW8SmXFHxNVdAuDC1khe%2Bx6qSCHBDEZn4xYS6A7ZtAMl%2F3ICaiupTtVMjCOdeg9F5jdsqmLxPd%2FFfbrTSUVYFb%2BnspyxA8wFMgRMcs3KzajSOCbGpFQmoKMN6qN30UG%2FN%2FPxuk0jNqnIbFH3V1oxGptKmOcUo49CIkr47epuAR7WWFpev0rQ4QdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=82381110150&catId=50014580
송이주,"약주, 청주","국내산 쌀, 송이농축액, 누룩, 정제수",13%  ,375ml,,,"""송이주""는 옛 문헌에서 버섯 중에 으뜸으로 동서양의 문헌에서 버섯 중에 최고로 꼽는 송이버섯으로 빚은 약주이다. 독특한 향과 맛으로 소비자들에게 많은 호응을 얻고 있는 제품으로 미국 캘리포니아 리버사이드 국제 와인대회에서 2년 연속 수상을 하며 세계인의 입맛도 사로잡았다. 옅은 황녹색의 빛깔을 띄며 청량한 향을 풍기고 입안에서는 부드럽게 머물다 걸림없이 넘어간다. 술을 마신 후 입안에 남는 잔향도 매력적인 술이다.",술 이름과는 다르게 신선한 레몬 등의 시트러스 향이 매우 강하게 올라오고 여기에 연하게 버섯향이 섞여있는 것이 특징이다. 전체적으로 산미가 중심을 잡고 미세하게 후추 맛이 섞여 있어 매우 독특하다. 술을 마시고 난 후에도 술이 무겁지 않고 가벼워 편하게 마실 수 있는 술이다. 소 등심 구이랑 잘 어울린다.,내국양조,충남 논산시 연무읍 마종로 361,https://cafe.naver.com/jumarusa,,내국양조 송이주 13도 375ml,"최저15,640원","2,500원 포함",https://cr.shopping.naver.com/adcr.nhn?x=Kp3y12fPc%2Bs4k1mW%2B8aBk%2F%2F%2F%2Fw%3D%3Ds5M30FiO7TXYZhMjx2IBeYHYuu6nq9F4pM9E4rCO5dkKGRwkvu5CnS%2BfGdTLZBI%2BTjneA2yvwC3RcKyZ1n0EXModpg3udVOwt%2FqMOnbpcT%2FRXR4YPE5h6UeURxjgOyo8WjABym5DR4D0TgxUeI%2BaX4EbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27EX01fWLs7Hpgp22%2FmsrKkZDQmdEo6m2%2FJ4UschcyOaruNMes7drCIi9OZzUEQflZQZ4WnjDzT6WbTS7elOF3%2BZGHTXgHP5KooUCqAFP%2BCCDDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqq9CkUnNtrMQw2CgDcti7PSQlKoTW7oBR5S4e5%2FFeRPiKYdQHl4XJo%2FVF50ViFD1CtHqx%2FgfGT0K12VnIXuECCkulMSXmodDptJZCDmbU%2FWSfiUVbRRclPbIN2Rc4bK1YHDKl7%2BI1zznVD2Qz1zbO3OjriJ8H0NV5nx9%2BVr0aUV2aPBGTROc2oAlv1fUt3092aBos51RTQ1cC%2B%2FkS%2By21OwRpOFzCbaM6OU97uoPifjr0mO3YjQvJKFbQ2O5QLZ147PX4ROVGMlkfxFi7nHOOZPNjqh%2FZemCCOboDhnweAmG&nvMid=42865595621&catId=50014580
밤꽃향기,"약주, 청주","국내산 쌀, 밤, 누룩, 정제수",13.5%  ,375ml,,,"""밤꽃향기""는 공주밤과 공주쌀을 저온발효하여 숙성한 후 여과한 맑은술 약주이다. 마개를 여신 후 술에서 풍기는 진한 밤 향기에 한번 놀라고 부드러운 목 넘김에 두 번 놀라고 입안 가득 밤향의 잔향으로 세번 놀라는 고급 웰빙주이다.","잘 익은 밤에서 느껴지는 특유의 고소한 밤향이 특징이다. 초콜릿을 녹여 놓은듯한 질감이 밤향과 잘 어우러진 맛이다. 구운 밤하고도 잘 어울리며, 지역의 유명 음식인 공주국밥하고도 좋은 매칭이다.",사곡양조장,충남 공주시 사곡면 마곡사로 49,www.bamsul.com,,밤꽃향기 전통주 13도 375㎖x4병입,"26,600원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=jL9XKLM%2B25rdD%2BSbE6KLYP%2F%2F%2Fw%3D%3Dsk3nHGCVmV78g6oM4aGRjh8guc4N93uGcVXnRPJ7LnbB0V5zMjoq9hGbMrJsuS57PeFpTSCDmTifqBNKsjURfnCTDRN4wm6b3KTXTsDe50XCCTYDCvKDYwPKpE5dSb3PLL%2FN4uWqSHzvswlBFJ4SleUF5gBhH%2BnmOX8UGWW7yzetgn7XTimrGFHJWu%2FAwEqSTBXXCUmgY6bvL2ozZ4zZM0eKBORIFdmTy9pIHKHCYWCWrilkDeG%2B1rLU11UaeFf3disext5K2yYkF868rsMDqifBDZ%2BztaHUF0P5o76T6x6%2Fib57nxH0Esw5qSnAT4Kv6Xa1PYAb0zmPF1cRoKRscXbg9fJjGPqhbMLel%2BkASZXZGyWyqs50iy3XGpjYBo65URalA37jwtje%2FKU%2B%2FmY%2FZdJP6ZRSYmWqLMqsy%2FhBN9BeTcCTFwiITGuQBKHh%2BAc0xhA%2BiT1WyLZsS6yUPaiBlSNXJe6ajjLh530EaXZWnWeeefQ6NyM8FOmv%2FbsmUNHDcqXOfeFhWaV9EmV%2BOxe8ru%2BijC%2FmIPKZF8x8TqjQbhxAlu7R5PsjIiqsXbWa48sbWVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=80839994534&catId=50014522
청진주,"약주, 청주","찹쌀, 누룩, 정제수",16%  ,375ml,,,"""청진주""는 경기도 가평의 청정지역에서 좋은 쌀과 물을 사용하여 100일 이상 저온에서 발효와 숙성을 통해 완성된 술이다. 인공첨가물 없이 전통누룩만을 사용하여 발효하여 향과 맛을 낸 술이다. 잡내가 없고 단맛이 적으며 깔끔한 목 넘김에 술을 마시고 나서도 입에 남는 잔향이 경쾌한 술이다,","맑은 황금빛을 가진 술로 과일, 곡물, 버섯 등의 독특한 향을 맡을 수 있는 것이 이 술의 특징이다. 어느 하나 맛이 튀지 않고 단맛과 신맛, 쓴맛의 조화가 잘 갖춰져 있고 술을 마시고 난 후에도 입 안이 산뜻하고 맨 뒤에 남는 연한 쓴맛이 음식과 잘 어울리게 만들어 준다. 새우 소금구이와 잘 어울린다.",전통주연구개발원,경기도 가평군 가평읍 분자골로68번길 82,http://전통주연구개발원.kr/,,청진주 [전통주연구개발원] 375ml 약주16%,"25,000원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=fyZpXQHHEmIx3mCkHpGcpP%2F%2F%2Fw%3D%3DsoaIHKPNtWC83cn5LkX86xLFBq0646CDygWRNhxmspfuIjr0uJSG4wJ%2Bm3t1hu5N%2F%2FuHp3MBNOUfJ3hn1JqysMkJg6lXZcrv9v6jnkxM6eCqyfhmh8A0vUbc5HPPnTqEcL%2FN4uWqSHzvswlBFJ4SleYZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIeCtBwYC2jTJza3JVtXomGeA5KyzjPcNFCE5nZg5B2ezffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeNpvUU7JUZTcjoOH1Tpjbm1kzCvOD6q%2BBoRs%2FLH7ZxGI0PXurd6BwFrLIufN4yO47UaMSNEojM%2BV9jw3voxKQqPmngJj2Hek85v3Nvqmpv4Cyk4lgAQaDGt6ZFEKr0nzTQprijkBUNo93yJXptFdBkolt4beJw6MoAIpRlE7LqnG3j%2BM3TBb1e3cf6wgJGgOvvDn8Ir%2FTtZCuDGhvSYmSbIsNWDZEA4NTnXj%2BHlBAN5yD%2B1GzYyCQAVsDO6ulMSbliWLKk0GTCHed9tW60QtZbceaR3U4KH%2BzfP8jEvO1WWD42VSKfGTdTIYAMHl%2BiuEdIKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=85457801980&catId=50014580
아황주,"약주, 청주","찹쌀, 멥쌀, 누룩, 정제수",17%  ,500ml,,,"맑은 황금빛의 약주인 ‘아황주’는 고려시대 왕실에서 사시사철 빚어 음용하였기에 고려 왕실의 명주라 불렸던 술을 고문헌 수운잡방, 신사요록을 바탕으로 농촌진흥청의 ""우리술 복원 프로젝트""에서 복원된 전통주이다. 까마귀(鴉)가 노랗게(黃) 보일 정도로 노랗다는 뜻을 담고 있는 ""아황주""는 진하고 맑은 담황색 빛깔과 깊은 단맛을 내는 것이 특징이다.",새끼 오리의 깃털과 같이 노란 황금 빛깔의 술로 산뜻한 과실향이 올라온다. 술은 전체적으로 깔끔한 산미와 옅은 쓴맛이 중심이 되어 높은 알코올과 함께 섞여 있는 것이 특징이다. 밀 누룩을 이용해 술을 마시고 난 후에 느껴지는 쓴맛이 음식을 부르게 한다. 명란젓 등의 젓갈류와 잘 어울린다.,최행숙전통주가,경기도 파주시 법원읍 사임당로 763,파주전통주.kr,,아황주,"11,000원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=URCz60q%2B%2F3QnQoHfUdnX9%2F%2F%2F%2Fw%3D%3Dsvj%2FADErECQfHsFlhxEAtbeAJ%2BNa%2Br%2BBGKBK%2BrCzIWJhpv6ZVo4pidILyRbzL4d3tKc1Y0zm4p3oPc7ZhecVxNexRmNAzwAmTzcBZCawLuLPK7%2FZkQZDQwh0GW%2Bt%2BrwKQPo%2BQi4YnXfPAyxU2H1l7midpV8RqKEYuOVjG4JtQ0LENhB2GGxdygXG9aSWkYQN64NjwgGTbtr%2Fu7Q0xtfrxU8E41PkPqYb5XpzmZeaie3PEfier%2F05Hol4sNucEZrTgQFHRRH%2BQZq7vAJlhj0EX%2BVIbiRDQYh%2Fltn7xDnGxAsc%2FBqW5KGgTRlx3iOgLXx5SDzQYYrck0RwpdWdOEjCjni80DP99qWOJlkE9ByFp5XLsWkMkbKtAcojJFtBZAdV%2FZLKas7JzB5tVK%2FTB933fHIBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v9GDG5t4t2oM0FpWUimMBADHTUTghTPywme3tUxgs1i5RMDUtSjQzmD%2FB4bCWjkHT9LEOAefb6ztqKLS%2FS85HTm4wefsEME1qpc2agpsB5My%2BLAHTYpBocB6kFxKElyCvLpPSDamzBxpFP252yI3X%2F9LP%2Fq0mGI7kUKs62f0FY5VEaIbT4wPT2RVq4kndhIVrUXkvuI92JgWg4%2B4gWJHbi%2BGdTrX5OWxhbeUDAd53PRJmFbDf4gHI5rSMJU1BWcIOg&nvMid=46340395853&catId=50014580
미인약주,"약주, 청주","찹쌀, 누룩, 정제수",15%  ,500ml,,,"""미인약주""는 국내산 찹쌀과 우리밀누룩으로 빚고 일체의 인공첨가물이 들어가지 않은 프리미엄 약주이다. 술이 품고 있는 각각의 맛이 튀지 않고 잘 어우러진 가운데 부드러운 산미가 개정을 드러내고 있는 술이다. 파주 민통선 내에서 직접 재배한 인삼을 활용하여 찐쌀의 풍미를 잡아 미인약주만의 독특한 맛을 만들어내고 있다.","맑은 황금색의 술로 잘 익은 과일향이 올라오는 것이 특징이며, 전체적으로 깔끔한 산미를 가지고 있다. 단맛이 적고 신맛이 많아 술은 매우 가볍고 목 넘김이 깔끔하다. 술을 마시고 난 후에도 잔여 맛이 남지 않아 산뜻한 느낌을 준다. 골뱅이나 홍어 무침 등 약간 산뜻한 맛이 있는 음식과 잘 어울린다.",최행숙전통주가,경기도 파주시 법원읍 사임당로 763,파주전통주.kr,,미인약주 15도 500ml,"21,120원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=Sbh4d9DPCvc8XLDiaGoPmv%2F%2F%2Fw%3D%3DsdaM0ALCZxjjsTx%2B%2B7PMTY3TFjZS4KhiXYuDwo%2FPCUzSno2y5F1J0bTYVlDF8p0zr3TV%2F9BRB1CEzGNWyfJMlmsKs6HJd5MT5s%2FNKzLTZ3XnvL7A7ZKDfVY2rSuNBfz4iJO158yliS2QMnyWDHoZzwxsXd4VcZWltlJO9JWNsCIooPcrSIM90Mk1DjipKXZ%2FbnTIMco7g3yeJNvwQjN6PmITU3yQ4l%2BimT%2FzMEheCPiJugmGFmUVZXWhxQmLYQh%2BhYyzo5vVJnEM1OUUqIlmhRBqTI%2ForQj9pBZbI0fb4mvak6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdJEmEDIkvkInCOMNcGdQ4yWhASFm6QMSHF%2FUaOA0EOrwA2nihEe5%2BQaU4kNMwRI8JCldOHcUa21yfFEQfvOW5KcLDi7j9%2Bdl2lCZwRr%2F%2Fv6ck35BxDpmrGlUrhj6GaUj%2BE45%2BjJx%2Bmgux5uoKhe5VEe2je4bSX8ix8PYaWg78TMGOT9SDS1bs0rtZUoHHDh5TBohtPjA9PZFWriSd2EhWtQmiE2DlPx4CkH%2FXK7Xbm5GsJ4B2jQzpxEd5MT%2F26mpb4VsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=47139084844&catId=50014580
삼양춘 생약주,"약주, 청주","강화섬쌀, 전통누룩, 정제수",15%  ,500ml,,,"삼양춘은 조선시대 고급술에 사용되던 양조 기법인 삼양주(세 번 빚는 술)에서 아이디어를 얻어서 실제로 세 번으로 나누어 빚는 삼양주 기법을 사용한 막걸리이다. 삼양춘은 서울·경기·인천 지역의 소수의 양반가에서만 빚어 마시던 삼양주(三釀酒)를 현대적 취향에 맞게 새로이 복원한 고급 발효주로서 과거 호남지방의 명주로 알려졌던 호산춘(壺山春)의 밑술 재료로 사용되었던 범벅(쌀가루에 뜨거운 물을 부어서 익힌 상태)과 서울·경기·인천 지역의 명주로 알려졌던 삼해주(三亥酒)의 세 번 빚는 기법이 융합된 형태의 술이다. 첫 맛은 은은하게 달콤하며 끝 맛은 쌉쌀함이 매력적인 술이다. 마실수록 자연스럽고 은은하게 퍼지는 단맛이 밑에 깔리고 그리고 조금 있으면 몸이 후끈 해지면서 마시기 편안한 술이다. 과하지 않은 단맛과 적당한 산미 구수한 감칠맛이 복합적으로 어우러지면서 탄탄하게 균형이 잡힌 生약주다. 과실향이 풍부하고 부드러운 목넘김으로 와인잔에 마시면 마치 아이스와인을 마시는 착각에 빠진다. 고소하고 담백한 해산물(꼬막, 소라숙회, 문어숙회, 생선회 등)과 만나면 환상의 찰떡궁합이다.",잘 익은 과실향이 올라오고 강하지 않은 단맛과 뒤에 천천히 올라오는 산미가 전체적인 술 맛의 조화를 이루고 있는 것이 특징이다. 뒤에 산미가 올라와 목 넘김과 술을 마시고 난 후의 느낌이 매우 깔끔하다. 양념 되지 않은 흰살 생선 찜과 잘 어울린다.,삼양춘,"인천광역시 남동구 호구포로 50, 8층 819-1호",www.samyangchoon.com,,삼양춘 선물세트-생약주3병,"66,000원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=jqt35%2F4oQuJomRDEbgTifv%2F%2F%2Fw%3D%3DsIzIWuXZVQ90qDRZhQxbAvqNv5XhPTysCFsYp1%2BlJSZYIYag41NJEpCUKESp9q%2BEFjV8PB4%2BIn%2FWMQ%2BLGZ3dAypUgRBl4NuZhpZzbJ62qtjNBoSuQZ7XBxXST0%2B5FlCUfu4rBWz%2FlRXV05AmKgPJUYrYIaIYaYhp2AZZCEtT%2B0kw67VKmKQ3zCwMVsiJqk5if0CHsGCiiricNt3RuYidKqiUPDwOIXo7DDIOAiSeMEcsvF0NavZzgWIQlv1nQjcuf288YvE0vlD3i2XM5g1oGvk8nN40UYtQo9V%2FcXbJrhp%2BDk0BhUomkhJcYwMFKkZYOuWgVb0cmvbvJUoIVknk%2BohqTI%2ForQj9pBZbI0fb4mvak6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdH4vVQYA5znE%2F8R2hgVU9CmFSpe2oafqSnR5pirQESAHY9gFE8CkdRhv5lQaU79qq1N0QG%2BQ5fi50VG8hvIUcNKXvAO0CQWnsNX4fatbCBazUKvuHgq6oEwdYMT0ig4inDqxU2Q3O525kQWMb2EZWbuZPTMCORrZ00paTA2trkYzhhddchTHbMn26rtlF%2BkVF0%2Bu8MGK6%2F%2F5oaK%2Bt4ulZGnZlVYLDEJpnI8cF6CMPSIWwiRI9fSvEv6MbwtlwZWaClFeFyFPPDDnBm2cb%2Fgj08cOEsHC78VBLnFZh%2FnDobeN&nvMid=35776804675&catId=50014700
김포예주 프리미엄,"약주, 청주","국내산 쌀, 국, 효모, 젖산, 정제수",13%  ,750ml,,,"""김포""란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다. 즉 금처럼 값지고 맛 있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포예주 프리미엄은 옅은 황금빛을 보이고 있으며 거부할 수 없는 미묘한 단맛이 확실하게 느껴지는 모난 곳이 없는 친근한 맛을 자아낸다.","연한 호박색의 약주로 은은한 고소함이 올라오며, 단맛과 쓴맛이 처음에 느껴지고 시간이 지나면서 알코올에 의한 자극이 입 안을 꽉 차게 만든다. 술을 마시고 난 후에 아주 긴 여운이 남는 것이 매력인 술이다. 불고기와 잘 어울린다.",김포양조,경기도 김포시 월곶면 김포대로 2763,http://www.kimpo.co.kr/,,,,,
김포약주,"약주, 청주","옥수수 전분, 밀, 국, 효모, 젖산, 효소제, 정제수",11%  ,750ml,,,"""김포""란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다. 즉 금처럼 값지고 맛 있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포약주는 옅은 황금빛을 보이고 있으며 거부할 수 없는 미묘한 단맛이 확실하게 느껴지는 모난 곳이 없는 친근한 맛을 자아낸다. 미묘한 신맛이 산미를 이끌고 달콤한 향이 은근하게 감돈다.","맑고 투명한 황금빛의 색을 가지고 있으며, 단맛과 신맛 등의 조화가 잘 갖춰 있어 어느 맛 하나 튀지 않는다. 약주류 중에서는 알코올 도수가 낮아(11%) 입 안의 풍미와 목 넘김이 가볍게 느껴진다. 마시고 난 후에도 여운이 길지 않아 누구나 편하게 즐길 수 있는 술이다. 닭백숙 등 양념되지 않은 고기류와 잘 어울린다.",김포양조,경기도 김포시 월곶면 김포대로 2763,http://www.kimpo.co.kr/,,김포금쌀 김포 약주 11도 750ml,"최저4,570원","2,500원 포함",https://cr.shopping.naver.com/adcr.nhn?x=ja4%2Fu3%2FPN4tYglyogHfgE%2F%2F%2F%2Fw%3D%3Dsjs55hVKCl%2F%2FJQTTUdFd9ccitJHJQgjuj8s6z7hn9NWMWG6c%2Br6Da80DuKdLNoHYo9l9WxzDwuWN4r2e%2FG7lrLwRJimJuzBNjTvf%2F3MaE0N7H38j50Q0dBpvAzp8Xkef8f6I8xwHA%2FwdybLXJjFaCOmedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDorQMWtHu0%2B0qa9lU6jdwri0q%2FbVu9xz8%2BjoSdCtpxAwpzyNAn6TNUyivZlvmq5As3K1B6t%2F3av9AcbPbasETgcecRKnLoUQn%2FPjZ8nokwsxEL7iYq0cte0n%2B35wxJgIL3IP2tfKoQ0NQPyiad34AQ6K9%2FdVvwtcOUlbNrGLU3RUnoe1B1fnCZYJRrUmGLJlXCgFY0AqSJOZMeLCVtoa0X5ymUAwrfCo%2BSCge04cYa5IWyq%2FBjwGc0OLfD6gq60GiNJmc2cg3xqNUkKGEb1xg81nQKHbhzeRKr9PKBBXvaQP2xVwVjKHlWUfCN9AI4tpRsKo64ifB9DVeZ8ffla9GlFdtaGB4GzxIuUKMkm8gSy3hvj9btmZvcLB7T4v9ZHt1ROEs8cFUTVf2EXpmSuc9bAhOQ3f0twCywguMPhVZGoF4bAJv8mJSFnJjOMPxDtq%2FOxaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=40840762620&catId=50014580
김포별주,"약주, 청주","쌀, 옥수수 전분, 국, 효모, 젖산, 효소제, 정제수",13%  ,500ml,,,"‘김포’란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다.* 즉 금처럼 값지고 맛있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포별주는 옅은 필수 아미노산을 다량 함유하고 있어 피로회복을 돕는 전통 약주이며 액당화 원료처리 공법으로 제조되어 맛의 깊이가 탁월한 제품이다. ‘김포별주’는 부드럽고 목 넘김과 단맛, 신맛, 감칠맛이 어우러져 입안에서 다양한 맛을 느낄 수 있는 제품이다. 쌀과 옥수수전분의 액당화처리공법으로 만들어 곡물 향보다는 은은한 과실 향이 난다. 주원료로 옥수수와 쌀의 사용되어 은근한 단맛을 느낄 수 있고 은은한 향취와 산뜻한 뒷맛이 일품이다. * ""김포""란 금을 파는 가게이고 ""별주""란 특별하게 빚은 술을 뜻한다.","맑고 투명한 황금빛의 색을 가지고 있으며, 고소한 옥수수에 달콤함이 섞여 은은한 향이 올라온다. 입에 넣으면 단맛이 입 전체를 꽉 채우지만 시간이 지나면서 바로 사라지고 산미가 자리를 잡아 입 안을 깔끔하게 만들어 준다. 목 넘김이 깔끔하고 입 안이 상쾌한 것이 특징이다. 주꾸미 볶음과 잘 어울린다.",김포양조,경기도 김포시 월곶면 김포대로 2763,http://www.kimpo.co.kr/,,김포금쌀 김포 약주 11도 750ml,"최저4,570원","2,500원 포함",https://cr.shopping.naver.com/adcr.nhn?x=gYuRdguO9z2XyZABJP1yrP%2F%2F%2Fw%3D%3DsB0Y9vagr42Um6OuV2WXJIcitJHJQgjuj8s6z7hn9NWO93QPR98iRjUI32wE640%2BOXalNxyJhA2oNbzqzooXVKiq1XCNkfIBzOoQbSEj7nVReGo4aOiir5LR%2FpiozSSJyTd%2FNV7wCN%2FdH4A3HcylkJ0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUbTrthgITGvLPXWuinEbh2Jzvum7A7nA3YO3%2Bb40solX%2BVfy6q6k%2FnCH5PEzyq7AtKOgT1yjYIeluSR5SKoHBEGSymrOycwebVSv0wfd93xyAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2Fct3RCB0zoIDxJWTQGuqfLkhIW%2Fufm4Ai1g%2Bbn5o8FWgZlaT1qeD1UnbQSHd2uaCGedj%2Bs61xRdeDMhMFDM1%2B4igIX25kXOk%2FUPdTKqFSCOqWoPz1ldeFvkjDSi1p1sL9pbyCIKjnFsTvhfKovr5xCUNZPRiPPcF56modHkqmWSwume2k48gW91mRBvlMiGDJeaiEAwtk37JGmRF%2F78vmaFicchwRNwmJ84TyxvjggzFiqrQde9rOTp8rHjqOOfWGsiveagYKHhkg%2FGij799QGfHICEQpPL7Rm%2B2fyhjEhHR&nvMid=40840762620&catId=50014580
